"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2017-06-03,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-04,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-05,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-06,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-07,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-08,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-09,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-10,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-11,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-12,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-13,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-14,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-15,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-16,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-17,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-18,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-19,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-21,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-22,19,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-23,21,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-24,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-25,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-26,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-27,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-28,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-29,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-06-30,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-01,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-02,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-03,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-04,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-05,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-06,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-07,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-08,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-09,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-10,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-11,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-12,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-13,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-14,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-15,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-16,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-17,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-18,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-19,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-20,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-21,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-22,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-23,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-24,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-25,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-26,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-27,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-28,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-29,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-30,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-07-31,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-01,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-02,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-03,74,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-04,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-05,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-06,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-07,19,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-08,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-09,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-10,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-11,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-12,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-13,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-14,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-15,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-16,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-17,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-18,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-19,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-20,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-21,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-22,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-23,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-24,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-25,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-26,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-27,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-28,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-29,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-30,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-08-31,19,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-01,22,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-02,18,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-03,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-04,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-05,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-06,26,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-07,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-19,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-20,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-21,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-22,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-23,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-24,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-25,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-26,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-27,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-28,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-29,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-09-30,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-01,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-02,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-03,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-04,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-05,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-06,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-07,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-08,14,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-09,20,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-10,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-11,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-12,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-13,17,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-14,20,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-15,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-16,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-17,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-18,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-19,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-20,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-21,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-22,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-23,23,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-24,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-25,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-26,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-27,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-28,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-29,21,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-30,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-10-31,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138,-81.191
2017-03-01,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-02,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-03,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-04,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-05,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-06,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-07,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-08,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-09,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-11,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-12,39,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-13,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-14,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-15,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-16,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-17,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-18,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-19,33,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-20,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-21,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-22,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-23,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-24,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-25,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-26,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-27,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-28,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-29,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-30,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-03-31,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-01,39,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-02,39,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-03,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-04,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-05,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-06,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-07,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-08,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-09,67,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-10,87,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-11,80,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-12,58,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-13,67,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-14,67,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-15,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-16,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-17,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-18,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-19,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-20,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-21,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-22,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-23,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-24,29,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-25,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-26,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-27,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-28,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-29,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-04-30,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-01,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-02,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-03,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-04,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-05,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-06,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-07,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-08,61,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-09,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-10,77,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-11,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-12,26,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-13,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-14,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-15,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-16,58,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-17,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-18,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-19,34,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-20,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-21,27,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-22,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-23,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-24,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-25,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-26,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-28,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-29,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-30,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-05-31,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-01,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-02,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-03,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-04,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-05,26,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-06,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-07,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-08,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-09,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-10,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-11,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-12,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-13,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-14,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-15,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-16,33,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-17,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-18,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2017-06-19,23,"Linville Falls","Ozone","Avery",35.972347,-81.933072
