"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2017-12-09,10,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
2017-12-12,16,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
2017-12-15,34,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
2017-12-18,5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
2017-12-21,23,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
2017-12-24,5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
2017-12-30,28,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
2017-01-01,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-04,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-07,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-10,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-13,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-16,51,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-19,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-22,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-25,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-28,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-31,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-03,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-06,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-09,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-12,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-15,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-18,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-21,39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-24,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-27,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-02,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-05,54,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-08,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-11,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-14,17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-17,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-20,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-23,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-26,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-29,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-01,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-04,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-07,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-10,34,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-13,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-16,44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-19,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-22,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-25,11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-28,39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-01,17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-04,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-07,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-10,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-13,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-16,42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-19,42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-22,17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-25,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-28,14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-31,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-03,41,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-06,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-09,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-12,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-15,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-18,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-21,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-24,14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-27,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-30,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-03,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-06,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-09,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-15,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-18,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-21,48,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-24,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-27,52,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-30,19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-02,48,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-05,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-08,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-11,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-14,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-17,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-20,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-23,34,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-26,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-29,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-01,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-04,34,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-07,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-10,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-16,34,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-19,50,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-25,34,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-28,53,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-01,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-04,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-07,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-10,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-16,7,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-19,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-22,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-25,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-28,17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-31,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-03,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-06,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-09,6,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-12,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-15,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-18,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-21,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-24,60,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-27,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-30,58,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-03,54,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-06,11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-09,19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-12,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-15,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-18,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-21,19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-24,11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-27,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-30,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-01,11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-07,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-13,36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-19,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-25,1,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-31,47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-06,36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-12,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-18,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-02-24,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-02,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-08,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-14,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-20,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-03-26,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-01,7,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-07,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-13,41,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-19,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-04-25,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-01,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-07,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-13,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-19,42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-25,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-05-31,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-06,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-12,42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-18,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-24,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-06-30,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-06,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-18,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-24,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-07-30,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-05,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-11,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-17,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-23,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-08-29,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-04,39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-10,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-16,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-22,0,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-09-28,57,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-04,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-10,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-16,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-22,34,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-10-28,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-03,44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-09,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-15,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-21,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-11-27,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-03,56,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-09,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-15,47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-21,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-12-27,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-01,5,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-02,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-03,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-04,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-05,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-06,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-07,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-08,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-09,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-10,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-11,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-12,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-13,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-14,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-15,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-16,50,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-17,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-18,11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
2017-01-19,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062,-82.5844
